"(2.08765427, -0.35214855)","(2.09165427, -0.35214855)","(2.09165427, -0.34814855)","(2.08765427, -0.34814855)"
"(2.08765427, -0.34814855)","(2.09165427, -0.34814855)","(2.09165427, -0.34414855)","(2.08765427, -0.34414855)"
"(2.08365427, -0.34814855)","(2.08765427, -0.34814855)","(2.08765427, -0.34414855)","(2.08365427, -0.34414855)"
"(2.07965427, -0.34814855)","(2.08365427, -0.34814855)","(2.08365427, -0.34414855)","(2.07965427, -0.34414855)"
"(2.07565427, -0.34814855)","(2.07965427, -0.34814855)","(2.07965427, -0.34414855)","(2.07565427, -0.34414855)"
"(2.07165427, -0.34814855)","(2.07565427, -0.34814855)","(2.07565427, -0.34414855)","(2.07165427, -0.34414855)"
"(2.06765427, -0.34814855)","(2.07165427, -0.34814855)","(2.07165427, -0.34414855)","(2.06765427, -0.34414855)"
"(2.09165427, -0.34814855)","(2.09565427, -0.34814855)","(2.09565427, -0.34414855)","(2.09165427, -0.34414855)"
"(2.09165427, -0.35214855)","(2.09565427, -0.35214855)","(2.09565427, -0.34814855)","(2.09165427, -0.34814855)"
"(2.0916483, -0.35614855)","(2.0956483, -0.35614855)","(2.0956483, -0.35214855)","(2.0916483, -0.35214855)"
"(2.0956483, -0.35614855)","(2.0996483, -0.35614855)","(2.0996483, -0.35214855)","(2.0956483, -0.35214855)"
"(2.09565427, -0.35214855)","(2.09965427, -0.35214855)","(2.09965427, -0.34814855)","(2.09565427, -0.34814855)"
"(2.09565427, -0.34814855)","(2.09965427, -0.34814855)","(2.09965427, -0.34414855)","(2.09565427, -0.34414855)"
"(2.09965427, -0.34814855)","(2.10365427, -0.34814855)","(2.10365427, -0.34414855)","(2.09965427, -0.34414855)"
"(2.10365427, -0.34814855)","(2.10765427, -0.34814855)","(2.10765427, -0.34414855)","(2.10365427, -0.34414855)"
"(2.10765427, -0.34814855)","(2.11165427, -0.34814855)","(2.11165427, -0.34414855)","(2.10765427, -0.34414855)"
"(2.11165427, -0.34814855)","(2.11565427, -0.34814855)","(2.11565427, -0.34414855)","(2.11165427, -0.34414855)"
"(2.11565427, -0.34814855)","(2.11965427, -0.34814855)","(2.11965427, -0.34414855)","(2.11565427, -0.34414855)"
"(2.11965427, -0.34814855)","(2.12365427, -0.34814855)","(2.12365427, -0.34414855)","(2.11965427, -0.34414855)"
"(2.1156483, -0.35214855)","(2.1196483, -0.35214855)","(2.1196483, -0.34814855)","(2.1156483, -0.34814855)"
"(2.1196483, -0.35614855)","(2.1236483, -0.35614855)","(2.1236483, -0.35214855)","(2.1196483, -0.35214855)"
"(2.1156483, -0.35614855)","(2.1196483, -0.35614855)","(2.1196483, -0.35214855)","(2.1156483, -0.35214855)"
"(2.1116483, -0.35614855)","(2.1156483, -0.35614855)","(2.1156483, -0.35214855)","(2.1116483, -0.35214855)"
"(2.1076483, -0.35614855)","(2.1116483, -0.35614855)","(2.1116483, -0.35214855)","(2.1076483, -0.35214855)"
"(2.1036483, -0.35614855)","(2.1076483, -0.35614855)","(2.1076483, -0.35214855)","(2.1036483, -0.35214855)"
"(2.0996483, -0.35614855)","(2.1036483, -0.35614855)","(2.1036483, -0.35214855)","(2.0996483, -0.35214855)"
"(2.01965427, -0.35894855)","(2.02365427, -0.35894855)","(2.02365427, -0.35614855)","(2.01965427, -0.35614855)"
"(2.02365427, -0.35894855)","(2.02765427, -0.35894855)","(2.02765427, -0.35614855)","(2.02365427, -0.35614855)"
"(2.02765427, -0.35894855)","(2.03165427, -0.35894855)","(2.03165427, -0.35614855)","(2.02765427, -0.35614855)"
"(2.03165427, -0.35894855)","(2.03565427, -0.35894855)","(2.03565427, -0.35614855)","(2.03165427, -0.35614855)"
"(2.03565427, -0.35894855)","(2.03965427, -0.35894855)","(2.03965427, -0.35614855)","(2.03565427, -0.35614855)"
"(2.03965427, -0.35894855)","(2.04365427, -0.35894855)","(2.04365427, -0.35614855)","(2.03965427, -0.35614855)"
"(2.04365427, -0.35894855)","(2.04765427, -0.35894855)","(2.04765427, -0.35614855)","(2.04365427, -0.35614855)"
"(2.04765427, -0.35894855)","(2.05165427, -0.35894855)","(2.05165427, -0.35614855)","(2.04765427, -0.35614855)"
"(2.05165427, -0.35894855)","(2.05565427, -0.35894855)","(2.05565427, -0.35614855)","(2.05165427, -0.35614855)"
"(2.05565427, -0.35894855)","(2.05965427, -0.35894855)","(2.05965427, -0.35614855)","(2.05565427, -0.35614855)"
"(2.05965427, -0.35894855)","(2.06365427, -0.35894855)","(2.06365427, -0.35614855)","(2.05965427, -0.35614855)"
"(2.06365427, -0.35894855)","(2.06765427, -0.35894855)","(2.06765427, -0.35614855)","(2.06365427, -0.35614855)"
"(2.06765427, -0.35894855)","(2.07165427, -0.35894855)","(2.07165427, -0.35614855)","(2.06765427, -0.35614855)"
"(2.07165427, -0.35894855)","(2.07565427, -0.35894855)","(2.07565427, -0.35614855)","(2.07165427, -0.35614855)"
"(2.07565427, -0.35894855)","(2.07965427, -0.35894855)","(2.07965427, -0.35614855)","(2.07565427, -0.35614855)"
"(2.07965427, -0.35894855)","(2.08365427, -0.35894855)","(2.08365427, -0.35614855)","(2.07965427, -0.35614855)"
"(2.08365427, -0.35894855)","(2.08765427, -0.35894855)","(2.08765427, -0.35614855)","(2.08365427, -0.35614855)"
"(2.08765427, -0.35894855)","(2.09165427, -0.35894855)","(2.09165427, -0.35614855)","(2.08765427, -0.35614855)"
"(2.09165427, -0.35894855)","(2.09565427, -0.35894855)","(2.09565427, -0.35614855)","(2.09165427, -0.35614855)"
"(2.09565427, -0.35894855)","(2.09965427, -0.35894855)","(2.09965427, -0.35614855)","(2.09565427, -0.35614855)"
"(2.09965427, -0.35894855)","(2.10365427, -0.35894855)","(2.10365427, -0.35614855)","(2.09965427, -0.35614855)"
"(2.10365427, -0.35894855)","(2.10765427, -0.35894855)","(2.10765427, -0.35614855)","(2.10365427, -0.35614855)"
"(2.10765427, -0.35894855)","(2.11165427, -0.35894855)","(2.11165427, -0.35614855)","(2.10765427, -0.35614855)"
"(2.11165427, -0.35894855)","(2.11565427, -0.35894855)","(2.11565427, -0.35614855)","(2.11165427, -0.35614855)"
