tensor(462954.3125, grad_fn=<DivBackward0>)
tensor(36089.3906, grad_fn=<DivBackward0>)
tensor(45337.2305, grad_fn=<DivBackward0>)
tensor(18039.0449, grad_fn=<DivBackward0>)
tensor(16273.6396, grad_fn=<DivBackward0>)
tensor(11288.6914, grad_fn=<DivBackward0>)
tensor(10603.5869, grad_fn=<DivBackward0>)
tensor(8565.3545, grad_fn=<DivBackward0>)
tensor(7616.8052, grad_fn=<DivBackward0>)
tensor(6756.3413, grad_fn=<DivBackward0>)
tensor(5832.7705, grad_fn=<DivBackward0>)
tensor(6159.8115, grad_fn=<DivBackward0>)
tensor(4693.5806, grad_fn=<DivBackward0>)
tensor(5265.0654, grad_fn=<DivBackward0>)
tensor(3987.1943, grad_fn=<DivBackward0>)
tensor(4261.2300, grad_fn=<DivBackward0>)
tensor(3605.2563, grad_fn=<DivBackward0>)
tensor(3896.7378, grad_fn=<DivBackward0>)
tensor(3203.9666, grad_fn=<DivBackward0>)
tensor(3736.4111, grad_fn=<DivBackward0>)
tensor(2791.6191, grad_fn=<DivBackward0>)
tensor(3460.6438, grad_fn=<DivBackward0>)
tensor(2508.5737, grad_fn=<DivBackward0>)
tensor(3163.9055, grad_fn=<DivBackward0>)
tensor(2264.6267, grad_fn=<DivBackward0>)
tensor(3066.1052, grad_fn=<DivBackward0>)
tensor(2035.9132, grad_fn=<DivBackward0>)
tensor(2993.4192, grad_fn=<DivBackward0>)
tensor(1798.7517, grad_fn=<DivBackward0>)
tensor(2708.2292, grad_fn=<DivBackward0>)
tensor(1743.7653, grad_fn=<DivBackward0>)
tensor(2638.6113, grad_fn=<DivBackward0>)
tensor(1603.4076, grad_fn=<DivBackward0>)
tensor(2540.7903, grad_fn=<DivBackward0>)
tensor(1483.0663, grad_fn=<DivBackward0>)
tensor(2453.4124, grad_fn=<DivBackward0>)
tensor(1391.3151, grad_fn=<DivBackward0>)
tensor(2285.7112, grad_fn=<DivBackward0>)
tensor(1304.7112, grad_fn=<DivBackward0>)
tensor(2291.0493, grad_fn=<DivBackward0>)
tensor(1263.2023, grad_fn=<DivBackward0>)
tensor(2152.4148, grad_fn=<DivBackward0>)
tensor(1266.2679, grad_fn=<DivBackward0>)
tensor(2161.3245, grad_fn=<DivBackward0>)
tensor(1098.9957, grad_fn=<DivBackward0>)
tensor(2124.5662, grad_fn=<DivBackward0>)
tensor(1045.0359, grad_fn=<DivBackward0>)
tensor(2131.4199, grad_fn=<DivBackward0>)
tensor(1038.6483, grad_fn=<DivBackward0>)
tensor(2105.3481, grad_fn=<DivBackward0>)
tensor(946.3679, grad_fn=<DivBackward0>)
tensor(1967.1678, grad_fn=<DivBackward0>)
tensor(890.6641, grad_fn=<DivBackward0>)
tensor(1944.1886, grad_fn=<DivBackward0>)
tensor(868.5783, grad_fn=<DivBackward0>)
tensor(1910.1384, grad_fn=<DivBackward0>)
tensor(834.8862, grad_fn=<DivBackward0>)
tensor(1923.0604, grad_fn=<DivBackward0>)
tensor(780.8029, grad_fn=<DivBackward0>)
tensor(1879.0258, grad_fn=<DivBackward0>)
tensor(741.5695, grad_fn=<DivBackward0>)
tensor(1890.9736, grad_fn=<DivBackward0>)
tensor(706.3424, grad_fn=<DivBackward0>)
tensor(1830.0453, grad_fn=<DivBackward0>)
tensor(685.6191, grad_fn=<DivBackward0>)
tensor(1754.7944, grad_fn=<DivBackward0>)
tensor(665.3271, grad_fn=<DivBackward0>)
tensor(1711.7793, grad_fn=<DivBackward0>)
tensor(638.3141, grad_fn=<DivBackward0>)
tensor(1718.6221, grad_fn=<DivBackward0>)
tensor(603.1923, grad_fn=<DivBackward0>)
tensor(1757.0659, grad_fn=<DivBackward0>)
tensor(582.4755, grad_fn=<DivBackward0>)
tensor(1733.6450, grad_fn=<DivBackward0>)
tensor(572.9174, grad_fn=<DivBackward0>)
tensor(1737.7838, grad_fn=<DivBackward0>)
tensor(533.9698, grad_fn=<DivBackward0>)
tensor(1735.2321, grad_fn=<DivBackward0>)
tensor(511.6485, grad_fn=<DivBackward0>)
tensor(1741.5753, grad_fn=<DivBackward0>)
tensor(503.3670, grad_fn=<DivBackward0>)
tensor(1682.3105, grad_fn=<DivBackward0>)
tensor(477.2448, grad_fn=<DivBackward0>)
tensor(1658.4550, grad_fn=<DivBackward0>)
tensor(458.7747, grad_fn=<DivBackward0>)
tensor(1676.7899, grad_fn=<DivBackward0>)
tensor(442.3019, grad_fn=<DivBackward0>)
tensor(1674.0302, grad_fn=<DivBackward0>)
tensor(420.0179, grad_fn=<DivBackward0>)
tensor(1688.3511, grad_fn=<DivBackward0>)
tensor(410.7726, grad_fn=<DivBackward0>)
tensor(1652.7424, grad_fn=<DivBackward0>)
tensor(398.0271, grad_fn=<DivBackward0>)
tensor(1713.9033, grad_fn=<DivBackward0>)
tensor(372.0207, grad_fn=<DivBackward0>)
tensor(1717.3207, grad_fn=<DivBackward0>)
tensor(369.7305, grad_fn=<DivBackward0>)
tensor(1667.6583, grad_fn=<DivBackward0>)
tensor(346.3688, grad_fn=<DivBackward0>)
tensor(1644.6309, grad_fn=<DivBackward0>)
tensor(422.7485, grad_fn=<DivBackward0>)
tensor(349454.1562, grad_fn=<DivBackward0>)
tensor(286801.1250, grad_fn=<DivBackward0>)
tensor(228035.1094, grad_fn=<DivBackward0>)
tensor(179577.6719, grad_fn=<DivBackward0>)
tensor(132087.9375, grad_fn=<DivBackward0>)
tensor(90174.1328, grad_fn=<DivBackward0>)
tensor(55987.1836, grad_fn=<DivBackward0>)
tensor(30709.4941, grad_fn=<DivBackward0>)
tensor(13868.6973, grad_fn=<DivBackward0>)
tensor(7622.8394, grad_fn=<DivBackward0>)
tensor(6601.8711, grad_fn=<DivBackward0>)
tensor(4952.3770, grad_fn=<DivBackward0>)
tensor(7067.7686, grad_fn=<DivBackward0>)
tensor(4745.5728, grad_fn=<DivBackward0>)
tensor(5830.0396, grad_fn=<DivBackward0>)
tensor(4725.6387, grad_fn=<DivBackward0>)
tensor(7422.6191, grad_fn=<DivBackward0>)
tensor(3476.5234, grad_fn=<DivBackward0>)
tensor(7378.7720, grad_fn=<DivBackward0>)
tensor(3158.3335, grad_fn=<DivBackward0>)
tensor(7635.7437, grad_fn=<DivBackward0>)
tensor(4538.0806, grad_fn=<DivBackward0>)
tensor(6133.4951, grad_fn=<DivBackward0>)
tensor(4532.0840, grad_fn=<DivBackward0>)
tensor(5022.9751, grad_fn=<DivBackward0>)
tensor(3461.4868, grad_fn=<DivBackward0>)
tensor(5397.5010, grad_fn=<DivBackward0>)
tensor(5207.2939, grad_fn=<DivBackward0>)
tensor(6279.3413, grad_fn=<DivBackward0>)
tensor(4837.6821, grad_fn=<DivBackward0>)
tensor(6676.5210, grad_fn=<DivBackward0>)
tensor(4467.1191, grad_fn=<DivBackward0>)
tensor(6185.2056, grad_fn=<DivBackward0>)
tensor(5067.9185, grad_fn=<DivBackward0>)
tensor(6959.4092, grad_fn=<DivBackward0>)
tensor(4334.8193, grad_fn=<DivBackward0>)
tensor(5374.8560, grad_fn=<DivBackward0>)
tensor(4873.3862, grad_fn=<DivBackward0>)
tensor(7429.3442, grad_fn=<DivBackward0>)
tensor(5019.6309, grad_fn=<DivBackward0>)
tensor(6250.8823, grad_fn=<DivBackward0>)
tensor(4563.9697, grad_fn=<DivBackward0>)
tensor(7267.3960, grad_fn=<DivBackward0>)
tensor(5185.8794, grad_fn=<DivBackward0>)
tensor(7054.7720, grad_fn=<DivBackward0>)
tensor(5490.9258, grad_fn=<DivBackward0>)
tensor(6828.5605, grad_fn=<DivBackward0>)
tensor(5191.5571, grad_fn=<DivBackward0>)
tensor(6825.7056, grad_fn=<DivBackward0>)
tensor(5332.2632, grad_fn=<DivBackward0>)
tensor(7095.4834, grad_fn=<DivBackward0>)
tensor(5714.8506, grad_fn=<DivBackward0>)
tensor(6850.6157, grad_fn=<DivBackward0>)
tensor(5544.6255, grad_fn=<DivBackward0>)
tensor(7945.8516, grad_fn=<DivBackward0>)
tensor(5867.4849, grad_fn=<DivBackward0>)
tensor(7667.3735, grad_fn=<DivBackward0>)
tensor(5498.2466, grad_fn=<DivBackward0>)
tensor(7236.8794, grad_fn=<DivBackward0>)
tensor(5854.0317, grad_fn=<DivBackward0>)
tensor(8916.1680, grad_fn=<DivBackward0>)
tensor(6324.5708, grad_fn=<DivBackward0>)
tensor(8177.6021, grad_fn=<DivBackward0>)
tensor(6125.2686, grad_fn=<DivBackward0>)
tensor(6558.3379, grad_fn=<DivBackward0>)
tensor(5582.9995, grad_fn=<DivBackward0>)
tensor(6521.3438, grad_fn=<DivBackward0>)
tensor(6340.0269, grad_fn=<DivBackward0>)
tensor(7023.4609, grad_fn=<DivBackward0>)
tensor(6226.7334, grad_fn=<DivBackward0>)
tensor(6735.0337, grad_fn=<DivBackward0>)
tensor(6044.4897, grad_fn=<DivBackward0>)
tensor(7471.5239, grad_fn=<DivBackward0>)
tensor(6248.8403, grad_fn=<DivBackward0>)
tensor(7104.7295, grad_fn=<DivBackward0>)
tensor(6711.9951, grad_fn=<DivBackward0>)
tensor(8369.1650, grad_fn=<DivBackward0>)
tensor(6144.9575, grad_fn=<DivBackward0>)
tensor(7675.5327, grad_fn=<DivBackward0>)
tensor(7051.9551, grad_fn=<DivBackward0>)
tensor(7828.1411, grad_fn=<DivBackward0>)
tensor(6319.8428, grad_fn=<DivBackward0>)
tensor(8122.5103, grad_fn=<DivBackward0>)
tensor(7122.1123, grad_fn=<DivBackward0>)
